,number,phone_no_m,label,sms_rate_1908,calltypeRate2_1908,calltypeRate1_1908,hour_mode_count_1908,hourAver_1908,day_mode_count_1908,dayAver_1908,sms_rate_1909,calltypeRate2_1909,calltypeRate1_1909,hour_mode_count_1909,hourAver_1909,day_mode_count_1909,dayAver_1909,sms_rate_1910,calltypeRate2_1910,calltypeRate1_1910,hour_mode_count_1910,hourAver_1910,day_mode_count_1910,dayAver_1910,sms_rate_1911,calltypeRate2_1911,calltypeRate1_1911,hour_mode_count_1911,hourAver_1911,day_mode_count_1911,dayAver_1911,sms_rate_1912,calltypeRate2_1912,calltypeRate1_1912,hour_mode_count_1912,hourAver_1912,day_mode_count_1912,dayAver_1912,sms_rate_2001,calltypeRate2_2001,calltypeRate1_2001,hour_mode_count_2001,hourAver_2001,day_mode_count_2001,dayAver_2001,sms_rate_2002,calltypeRate2_2002,calltypeRate1_2002,hour_mode_count_2002,hourAver_2002,day_mode_count_2002,dayAver_2002,sms_rate_2003,calltypeRate2_2003,calltypeRate1_2003,hour_mode_count_2003,hourAver_2003,day_mode_count_2003,dayAver_2003
2807,2807,b6346ee3b569799bd7227042608e6c9bec2c4cdb8d5bd19a9d217d1b4b920ed6ec5327a12e9d3ca7dd45fd190285d0e05868fada7dd06a79864fae26be0cc396,0,4.636363636363637,0.9607843137254902,0.0392156862745098,22.0,7.285714285714286,11.0,4.636363636363637,6.111111111111111,1.0,,16.0,5.0,15.0,3.235294117647059,5.8,0.9885057471264368,0.0114942528735632,21.0,6.6923076923076925,19.0,4.833333333333333,4.9375,0.9873417721518988,0.0126582278481012,15.0,5.266666666666667,8.0,3.590909090909091,6.117647058823529,0.9903846153846154,0.0096153846153846,18.0,6.933333333333334,15.0,4.521739130434782,6.3125,0.99009900990099,0.0099009900990099,15.0,8.416666666666666,11.0,4.208333333333333,8.909090909090908,1.0,,17.0,7.0,11.0,4.083333333333333,6.181818181818182,1.0,,12.0,5.230769230769231,8.0,3.090909090909091
2808,2808,2b0728e87c60ad389468a0ffdde2335674d061f3bf674853ba0c495a64bdd204939c2b16aecb586f9ba7a240bbd0ad30b5f73d6de6e257c24d4fba689c68cfc8,1,8.0,1.0,,22.0,6.769230769230769,14.0,5.5,6.6923076923076925,1.0,,12.0,4.35,11.0,4.142857142857143,5.235294117647059,0.9887640449438202,0.0112359550561797,16.0,5.933333333333334,9.0,4.045454545454546,4.55,0.989010989010989,0.0109890109890109,17.0,6.066666666666666,8.0,4.136363636363637,5.826086956521739,1.0,,36.0,7.444444444444445,15.0,5.826086956521739,2.5,1.0,,2.0,1.6666666666666667,3.0,2.5,,,,,,,,,,,,,,
2809,2809,ee5f81c70c2e39f1b4bc8e697e4aa6311dace80ab727346cc99c1ab97a4ee1bccea2b5b743847ca4d3cf272f83ee8f5f244655d90376afbbf3c1dd7e0913433b,0,5.897435897435898,1.0,,28.0,12.77777777777778,21.0,7.419354838709677,6.238095238095238,0.9847328244274808,0.015267175572519,32.0,15.411764705882351,22.0,9.03448275862069,7.148148148148148,0.9974093264248703,0.0025906735751295,45.0,20.31578947368421,33.0,12.866666666666667,6.6,1.0,,43.0,19.41176470588235,21.0,11.0,7.584905660377358,0.9975124378109452,0.0024875621890547,52.0,22.33333333333333,44.0,12.96774193548387,6.227272727272728,1.0,,48.0,15.22222222222222,31.0,9.133333333333333,6.727272727272728,1.0,,50.0,12.333333333333334,25.0,7.655172413793103,7.102564102564102,0.9927797833935018,0.0072202166064981,46.0,15.38888888888889,31.0,9.233333333333333
2810,2810,e45d3409ec9cbd2944795ad3e7392013431ef14a3a132969bd5867ffe7aaf311e0445b4686d305f0b2f3a9118c33bce5d9c3ce7176149a5045613230b5ced0c6,1,,,,,,,,,,,,,,,,,,,,,,9.25,0.8378378378378378,0.1621621621621621,32.0,12.333333333333334,46.0,24.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,2811,fa76f2cf9be96a60e25836ed080a7f92d95e1efbfc96bd32f694f5e29f1bb9397e898d5c8377178075c8c90e5191f98f6850c680999412ee62ead35c6770bf5b,1,3.013888888888889,0.912442396313364,0.0875576036866359,31.0,10.85,26.0,7.233333333333333,3.636363636363636,0.96,0.04,23.0,11.764705882352942,23.0,7.142857142857143,2.949152542372881,0.9942528735632185,0.0057471264367816,23.0,9.157894736842104,14.0,6.0,3.56140350877193,0.9507389162561576,0.0492610837438423,22.0,10.15,26.0,7.0,4.0886075949367084,0.9814241486068112,0.0185758513931888,76.0,17.0,34.0,10.419354838709678,7.620689655172414,1.0,,26.0,12.27777777777778,25.0,7.366666666666666,6.333333333333333,1.0,,36.0,8.941176470588236,18.0,5.428571428571429,3.76,0.8936170212765957,0.1063829787234042,47.0,14.842105263157896,23.0,9.4
2812,2812,16901595a7e401caebfb3d47cfc1346af35a645131a89c7f3b9737c1c3f1eb7608789ff2ae002cfb7ec98a4216fabcd69b08827308bf8d0121cbda8387eab4dc,0,3.807692307692308,1.0,,30.0,11.0,16.0,6.6,2.9130434782608696,1.0,,42.0,10.578947368421051,18.0,6.7,3.661290322580645,1.0,,40.0,11.947368421052632,22.0,7.566666666666666,3.264705882352941,1.0,,32.0,13.058823529411764,18.0,7.4,3.672131147540984,0.9866071428571428,0.0133928571428571,52.0,13.176470588235292,16.0,7.225806451612903,4.380952380952381,0.9891304347826086,0.0108695652173913,67.0,16.235294117647058,21.0,8.903225806451612,5.375,0.9401993355481728,0.0598006644518272,47.0,16.72222222222222,25.0,10.379310344827584,5.229508196721311,0.9373040752351096,0.0626959247648902,38.0,18.764705882352946,24.0,10.633333333333333
2813,2813,6bf7a461c5b7f686f7779d239311ef8beed689d493d9de69ecc0c16c9cc9e57744317ff00a5825296d867c0388f26fc1e35319fa10bfbd65c617efa09499eb85,0,3.076923076923077,0.925,0.075,21.0,7.5,9.0,4.285714285714286,3.976744186046512,0.9649122807017544,0.0350877192982456,27.0,12.214285714285714,17.0,5.896551724137931,5.741935483870968,0.9719101123595506,0.0280898876404494,34.0,11.125,21.0,6.592592592592593,5.6,0.9166666666666666,0.0833333333333333,22.0,6.0,10.0,4.421052631578948,4.142857142857143,0.9396551724137931,0.0603448275862069,14.0,7.25,17.0,4.833333333333333,4.724137931034483,0.978102189781022,0.0218978102189781,21.0,8.058823529411764,13.0,4.566666666666666,5.742857142857143,0.9552238805970148,0.044776119402985,20.0,10.05,15.0,7.178571428571429,6.28125,0.9850746268656716,0.0149253731343283,29.0,11.823529411764708,20.0,6.7
2814,2814,99103fd4ae9a3b51755f03b464f10c72ed58ed7a4d887a59acab71d4da54e1fe37b39e46cb1fdf7ae11eaf98503c2134b638d481ea5fe3fdeb844538739fbc08,0,2.607142857142857,0.9794520547945206,0.0205479452054794,29.0,6.9523809523809526,16.0,5.0344827586206895,3.2916666666666665,0.9240506329113924,0.0759493670886076,32.0,11.285714285714286,19.0,8.172413793103448,2.909090909090909,1.0,,17.0,6.4,20.0,4.923076923076923,2.1481481481481484,0.9913793103448276,0.0086206896551724,14.0,5.043478260869565,14.0,4.0,1.9,0.9473684210526316,0.0526315789473684,15.0,5.782608695652174,13.0,4.290322580645161,4.15,0.9879518072289156,0.0120481927710843,30.0,8.3,14.0,5.533333333333333,2.9714285714285715,1.0,,13.0,4.727272727272728,10.0,4.0,2.6666666666666665,0.9895833333333334,0.0104166666666666,16.0,5.052631578947368,13.0,3.4285714285714284
2815,2815,5e2e01fd5c7282b7e46b74d3a56a224655da00a1a9ab2007f2f7da6d64a977d04b73e181a7ecb6c64d0ff0e6dd171339a2bb38380aad796ae3c176dfc339f7dd,0,4.82051282051282,0.9893617021276596,0.0106382978723404,27.0,11.75,44.0,6.482758620689655,4.387096774193548,1.0,,20.0,9.066666666666666,17.0,5.666666666666667,5.142857142857143,0.9930555555555556,0.0069444444444444,23.0,9.6,18.0,4.965517241379311,5.321428571428571,1.0,,19.0,8.277777777777779,18.0,5.730769230769231,4.588235294117647,0.9935897435897436,0.0064102564102564,25.0,9.176470588235292,14.0,5.777777777777778,4.5,1.0,,21.0,9.0,20.0,6.0,6.090909090909091,1.0,,21.0,12.5625,24.0,7.444444444444445,7.6875,1.0,,30.0,8.2,22.0,4.92
2816,2816,6362dbbb8a7d91cb63304cfa8566c0e2d00ac8769fe8bc767abd91a557d2dbfe35f7aa6fa924eddddccbe1dea4e448aad1bacdbc4a8318a9247439113c1d7494,0,4.363636363636363,1.0,,16.0,6.0,11.0,3.692307692307693,4.214285714285714,1.0,,13.0,7.375,10.0,4.214285714285714,4.72,1.0,,18.0,6.941176470588236,9.0,4.068965517241379,3.21875,0.9902912621359224,0.0097087378640776,17.0,6.4375,9.0,3.5517241379310347,4.1,1.0,,17.0,6.473684210526316,13.0,4.392857142857143,9.823529411764708,1.0,,27.0,10.4375,22.0,6.185185185185185,11.846153846153848,1.0,,17.0,9.058823529411764,27.0,5.5,5.8,1.0,,17.0,7.25,11.0,4.296296296296297
2817,2817,c493b3b1f6191df2202dd2bd143aa27a44f535ca6d3028bd41734072158ce08287b6a4b159edb4dba8e006822b3a9283b76811eba5c9b5c4703e02bbd277300e,1,7.25,1.0,,26.0,9.666666666666666,27.0,9.666666666666666,5.181818181818182,0.8771929824561403,0.1228070175438596,13.0,3.5625,22.0,5.181818181818182,,,,,,,,10.666666666666666,1.0,,29.0,16.0,32.0,32.0,31.75,0.8582677165354331,0.1417322834645669,32.0,11.545454545454543,84.0,15.875,,,,,,,,,,,,,,,,,,,,,
2818,2818,805d11a5d679689b96b048c307e4a33049b4e5c06435857f0b74ee72265fe6d349e48b6527decf6041fde6bd32bcd6e4b2163ac17a90f66fcee59b39a394bd46,0,12.454545454545457,1.0,,21.0,9.133333333333333,16.0,4.892857142857143,10.7,0.9813084112149532,0.0186915887850467,21.0,8.916666666666666,13.0,4.652173913043479,11.1,1.0,,25.0,7.928571428571429,13.0,4.826086956521739,7.916666666666667,0.9894736842105264,0.0105263157894736,17.0,9.5,8.0,4.130434782608695,10.727272727272728,1.0,,20.0,8.428571428571429,20.0,6.2105263157894735,10.0,0.9666666666666668,0.0333333333333333,18.0,8.571428571428571,14.0,4.615384615384615,12.22222222222222,0.990909090909091,0.009090909090909,16.0,7.857142857142857,12.0,4.4,12.666666666666666,1.0,,16.0,7.125,12.0,4.75
2819,2819,170c733f2d8598d69750d208e1c6c1de9d8b542d7103c3881118af14e3355ead857446ffc538f1e10d65b675faee608b998acccc4febae274aa548cc8d4504a0,1,,,,,,,,,,,,,,,,,,,,,,9.333333333333334,0.8571428571428571,0.1428571428571428,31.0,12.727272727272728,71.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,2820,8c13b88f4ba622a940d1ea2105a610fa0db950aa22d11438c5e919fc3f850a3a81590755e809a9f5bd9d791a96a42184a20411981f61a29039f4b5976d9ebf04,0,28.4,1.0,,72.0,20.285714285714285,16.0,9.161290322580646,25.571428571428573,1.0,,50.0,11.933333333333334,15.0,5.966666666666667,17.454545454545453,1.0,,51.0,14.76923076923077,19.0,6.193548387096774,24.375,0.9948717948717948,0.0051282051282051,49.0,12.1875,11.0,6.5,27.625,0.995475113122172,0.004524886877828,77.0,14.733333333333333,17.0,7.129032258064516,24.55555555555556,1.0,,74.0,14.733333333333333,14.0,7.129032258064516,18.07692307692308,1.0,,51.0,15.666666666666666,21.0,8.10344827586207,28.857142857142858,1.0,,70.0,11.882352941176473,13.0,6.516129032258065
2821,2821,054fa2e9d126a1583b96d1d78fb779d1d33588c3c9327a56842fc9e68f440b43ee7e97f78c672717cf4a0bed12f483ca780da56e44030385b1f8126707807d7d,0,2.9130434782608696,0.9850746268656716,0.0149253731343283,13.0,5.583333333333333,13.0,4.1875,4.217391304347826,0.9690721649484536,0.0309278350515463,16.0,5.705882352941177,18.0,4.217391304347826,2.8947368421052637,1.0,,14.0,4.230769230769231,9.0,3.6666666666666665,2.1,0.988095238095238,0.0119047619047619,21.0,5.6,9.0,3.230769230769231,2.869565217391304,1.0,,10.0,5.076923076923077,9.0,3.882352941176471,3.1666666666666665,1.0,,14.0,5.588235294117647,11.0,4.318181818181818,7.333333333333333,0.6103896103896104,0.3896103896103896,23.0,8.555555555555555,28.0,6.695652173913044,3.142857142857143,0.9772727272727272,0.0227272727272727,21.0,6.285714285714286,10.0,3.3846153846153846
2822,2822,31dd0062c1756f20ad4b19b0c6563e5fde93baad427a1ee77b0b80fb812e140750d185da6d24002deb33be454d68d8ebd37491276e449c44aa29508db13821b1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.9736842105263158,0.0263157894736842,29.0,6.333333333333333,28.0,5.428571428571429,10.384615384615383,1.0,,24.0,9.0,12.0,4.655172413793103,13.0,0.9923076923076924,0.0076923076923076,19.0,8.666666666666666,11.0,4.193548387096774
2823,2823,a843c532a587f91ca80c5b38b122ea522ba0600fd97477d258d4cdb3f06edd5a08a4a9de8faf5e0481e30b5e3b21106071bcb5e51f6f7b082fdcbbb686e52caa,0,4.5,1.0,,9.0,4.0,9.0,3.0,5.0,1.0,,14.0,4.444444444444445,10.0,3.636363636363636,4.428571428571429,1.0,,7.0,3.4444444444444446,5.0,2.583333333333333,4.833333333333333,1.0,,14.0,5.8,7.0,3.2222222222222223,2.782608695652174,1.0,,11.0,5.818181818181818,9.0,2.909090909090909,2.9285714285714284,1.0,,18.0,5.857142857142857,13.0,3.28,1.947368421052632,1.0,,19.0,6.166666666666667,7.0,2.740740740740741,4.789473684210527,1.0,,25.0,7.583333333333333,8.0,4.136363636363637
2824,2824,bad3703f53d87c21d5a029d7903ee88b24fba0985356ca25b69075a99438233112f3c6d51fe968fbe1b68a2713d0e9ab1de4f007f232202b91a794a89c96a254,0,3.3380281690140845,1.0,,37.0,12.473684210526317,18.0,7.9,3.746031746031746,1.0,,37.0,12.421052631578949,19.0,8.137931034482758,4.379310344827586,1.0,,43.0,13.36842105263158,26.0,8.758620689655173,3.0704225352112675,0.9954128440366972,0.0045871559633027,37.0,12.823529411764708,17.0,7.785714285714286,3.4328358208955225,0.9869565217391304,0.0130434782608695,28.0,12.77777777777778,20.0,7.931034482758621,4.611111111111111,0.9879518072289156,0.0120481927710843,26.0,10.375,13.0,5.533333333333333,4.723404255319149,0.9954954954954957,0.0045045045045045,24.0,13.875,15.0,7.655172413793103,4.543478260869565,1.0,,28.0,12.294117647058824,20.0,6.966666666666667
2825,2825,9e2b7278fb5a4456981084da23fc1ca7734622831f32e96e0601b0814a4921eb07d10435cbfc7a6361f489fa866961fd1a5f65a46d315f0d12c23d67fe61622b,0,4.333333333333333,0.978021978021978,0.0219780219780219,23.0,6.5,8.0,3.3703703703703702,2.6206896551724137,1.0,,11.0,4.222222222222222,10.0,3.04,2.592592592592593,0.9714285714285714,0.0285714285714285,15.0,4.666666666666667,9.0,3.1818181818181817,3.696969696969697,0.9918032786885246,0.0081967213114754,25.0,8.133333333333333,12.0,4.357142857142857,3.642857142857143,1.0,,15.0,6.8,11.0,4.636363636363637,5.523809523809524,1.0,,23.0,6.823529411764706,10.0,4.461538461538462,7.074074074074074,1.0,,30.0,10.052631578947368,19.0,6.821428571428571,5.2,1.0,,20.0,6.933333333333334,11.0,4.16
2826,2826,1a4a0f2b5ff1e911e21c8c079dcb85f8cdf721906dace6b6d668d0979a2ed4b9d15497ec2f76b2f3b38895af87a005b8daca8efb6df6410436d289f181167115,1,16.8,1.0,,34.0,8.4,9.0,4.666666666666667,,,,,,,,,,,,,,,,,,,,,,4.6,0.8913043478260869,0.108695652173913,18.0,5.75,31.0,11.5,,,,,,,,,,,,,,,,,,,,,
2827,2827,b1424944b26eea7544d727f8bd539b593054a45ec45aedac3cf6f1ce93d425d26820ac7ccfe24544908dacd36f5fea5e4f2d03264130d60efe2770398d527207,0,9.4375,0.9933774834437086,0.0066225165562913,51.0,11.615384615384617,12.0,5.392857142857143,6.055555555555555,0.944954128440367,0.055045871559633,18.0,6.411764705882353,12.0,4.739130434782608,13.666666666666666,1.0,,30.0,10.25,12.0,4.392857142857143,7.0,1.0,,24.0,12.0,15.0,6.222222222222222,5.925925925925926,0.9875,0.0125,26.0,8.88888888888889,13.0,5.714285714285714,9.714285714285714,0.9950980392156864,0.0049019607843137,23.0,12.75,19.0,6.8,18.133333333333333,1.0,,44.0,20.923076923076923,21.0,9.379310344827584,10.473684210526317,0.9899497487437184,0.0100502512562814,24.0,14.214285714285714,16.0,6.633333333333334
2828,2828,ea381fb2929a37417cdd82b9cfe38019fba04057f895840ec1eedb3736c9520e6f5d779dc077face7a1499247e6a7866130262f44b59f468af599f84e6af54a3,0,2.4,0.9583333333333334,0.0416666666666666,7.0,2.6666666666666665,6.0,2.1818181818181817,4.333333333333333,1.0,,7.0,3.466666666666667,7.0,3.466666666666667,4.2,1.0,,9.0,3.5,7.0,2.625,5.444444444444445,1.0,,8.0,4.083333333333333,9.0,3.5,9.6,1.0,,11.0,4.0,7.0,2.823529411764706,5.571428571428571,1.0,,12.0,4.588235294117647,10.0,3.25,12.88888888888889,1.0,,21.0,8.923076923076923,8.0,4.142857142857143,12.375,1.0,,30.0,7.615384615384615,13.0,3.6666666666666665
2829,2829,f7b0659f4c6be5ec1d91aa847f94f6cdb8fe156d5c6395f4ffc3ed01af9a1e522f539770e258b4c2aca5fbb64a8968e5c737891ace437d0de0460e0dbfcdfd69,0,6.6,0.9924242424242424,0.0075757575757575,24.0,7.764705882352941,14.0,4.551724137931035,9.0,1.0,,18.0,5.538461538461538,8.0,3.4285714285714284,5.470588235294118,1.0,,19.0,7.75,13.0,4.65,6.235294117647059,1.0,,28.0,8.153846153846153,15.0,4.818181818181818,6.24,1.0,,22.0,9.75,15.0,5.379310344827586,7.785714285714286,1.0,,13.0,6.411764705882353,17.0,4.36,8.928571428571429,1.0,,19.0,8.333333333333334,12.0,4.807692307692308,11.076923076923077,1.0,,20.0,9.0,15.0,4.8
2830,2830,9162bea70f6c7053bcbc76dc123cb7aab149714746d8308122f020e00912ce61b762c0aedaba457f2f74d0000b15da0777f79c5aa26af4c1722b41d5afa4bf3e,0,3.0869565217391304,0.9859154929577464,0.0140845070422535,15.0,7.888888888888889,10.0,3.0869565217391304,4.714285714285714,1.0,,10.0,5.076923076923077,10.0,3.142857142857143,2.764705882352941,1.0,,7.0,3.9166666666666665,13.0,3.357142857142857,2.227272727272727,1.0,,9.0,3.769230769230769,6.0,2.5789473684210527,4.133333333333334,1.0,,16.0,4.769230769230769,13.0,3.4444444444444446,4.666666666666667,1.0,,22.0,7.0,11.0,3.8181818181818175,6.909090909090909,1.0,,13.0,5.428571428571429,9.0,4.222222222222222,6.041666666666667,1.0,,46.0,9.666666666666666,34.0,6.304347826086956
2831,2831,98e1165622be52004b6e4bee06617cc4a158550c3bf92394ff493b14e876377558a9f622b34e5c94e1bbcddca7895b04418ff416a8a42558354bf276f84caf0a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.588235294117647,0.9772727272727272,0.0227272727272727,45.0,18.11764705882353,58.0,28.0
2832,2832,747fb64152de320b22ee724cafcef121b3dfefb3b6e1531a7b4371c015c3d134aec2691174bfd51f2513478b1e2e57f419401ae010f94c3b736a863701331e95,1,,,,,,,,,,,,,,,,,,,,,,10.333333333333334,1.0,,13.0,4.428571428571429,14.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,2833,96fccd818918f15f435b732bac2f6a4535fbd3ebc113e386152f80feccee4161079ca2864827e58c540f5cfa934a0a309c7b8db03af99d94b8771d02decd0200,1,,,,,,,,,,,,,,,,,,,,,,4.4,1.0,,29.0,7.333333333333333,32.0,6.0,2.4642857142857144,1.0,,14.0,5.307692307692308,15.0,5.75,4.068965517241379,1.0,,33.0,5.9,28.0,4.916666666666667,2.305555555555556,1.0,,10.0,4.368421052631579,11.0,3.952380952380953,2.636363636363636,1.0,,13.0,4.461538461538462,18.0,3.8666666666666663
2834,2834,174fde8a2defc95e5a344486769dffd3ce9090f021650d22ce14fa34dc448cdddd79fc13a6f885e9559ae7a3bb66ea0980ee3fcbbad5a5c079c61bb904bcc24c,0,2.9166666666666665,0.9885714285714284,0.0114285714285714,22.0,10.294117647058824,18.0,6.0344827586206895,2.7954545454545454,0.975609756097561,0.024390243902439,12.0,6.833333333333333,9.0,4.92,4.382978723404255,1.0,,32.0,12.117647058823527,22.0,6.866666666666666,3.333333333333333,1.0,,33.0,11.764705882352942,17.0,6.896551724137931,3.824561403508772,1.0,,36.0,12.11111111111111,21.0,7.032258064516129,5.125,0.9951219512195122,0.0048780487804878,23.0,12.058823529411764,17.0,6.612903225806452,7.363636363636363,1.0,,21.0,9.529411764705882,12.0,5.785714285714286,4.042553191489362,0.9947368421052633,0.0052631578947368,27.0,10.0,18.0,6.129032258064516
2835,2835,d9239ac7f7215c49dff883f522f7372fad80d6f1f4a55ae25c9adfbc83df229644e96e3bb8dedc6e6ae6d4d20b246308518b45e6fb2aaba4410d447fec123bd1,0,3.225,0.9689922480620154,0.0310077519379844,24.0,9.214285714285714,14.0,5.375,3.267857142857143,0.8797814207650273,0.1202185792349726,26.0,11.4375,18.0,6.1,2.75,0.8909090909090909,0.109090909090909,20.0,9.166666666666666,15.0,5.689655172413793,3.744186046511628,0.968944099378882,0.031055900621118,29.0,8.944444444444445,23.0,6.44,4.2105263157894735,1.0,,47.0,15.0,25.0,8.275862068965518,4.294117647058823,0.9817351598173516,0.0182648401826484,22.0,11.526315789473683,20.0,7.821428571428571,4.743589743589744,1.0,,33.0,11.5625,17.0,6.607142857142857,3.829268292682927,1.0,,25.0,9.8125,15.0,5.413793103448276
2836,2836,fbc4a29d77d42d8fce096182406b49252b1db4643a145c0e05b1a46df9af39c50e1c7d91b7552ed702bac9308710a3c4376a491f5410f8a0161e79bacc44a74d,0,3.0588235294117645,1.0,,13.0,5.2,12.0,3.0588235294117645,5.875,1.0,,12.0,4.7,7.0,2.473684210526316,7.0,1.0,,26.0,5.444444444444445,34.0,9.8,5.0,1.0,,7.0,3.75,5.0,2.3076923076923075,4.888888888888889,1.0,,13.0,4.0,13.0,3.3846153846153846,8.857142857142858,1.0,,9.0,5.166666666666667,9.0,4.133333333333334,14.666666666666666,0.8863636363636364,0.1136363636363636,18.0,4.888888888888889,18.0,4.4,14.75,1.0,,10.0,4.538461538461538,10.0,3.2777777777777777
2837,2837,1068e30b4bda54fc7e262fbfe97f9eda456ae062ed3c164fee01217272756d33a873acc050650ec817e20d407fb8ab8ea645834e05a5c127a3e42abd3b88e3e3,0,6.428571428571429,1.0,,12.0,5.625,14.0,3.6,4.875,0.9871794871794872,0.0128205128205128,13.0,6.0,12.0,3.5454545454545454,3.857142857142857,0.9876543209876544,0.0123456790123456,12.0,5.0625,11.0,4.05,3.5,0.9904761904761904,0.0095238095238095,11.0,5.526315789473684,14.0,4.2,5.85,1.0,,16.0,6.5,14.0,4.875,7.947368421052632,1.0,,17.0,7.947368421052632,13.0,5.592592592592593,6.0,1.0,,20.0,9.9,19.0,7.071428571428571,6.307692307692308,0.9939024390243902,0.0060975609756097,21.0,8.631578947368421,17.0,5.466666666666667
2838,2838,605e4b87bc95b300a35a3fd6baa3ba13bab2501b04f9f73c5d623b8a95fc15e717b2c555cbf5a5b1055d8eaf981467fc2c79786971109e10caf3504cb592f80e,0,5.666666666666667,1.0,,10.0,4.636363636363637,7.0,3.1875,3.875,1.0,,14.0,4.769230769230769,11.0,3.263157894736842,8.0,1.0,,23.0,9.6,10.0,4.8,4.4,1.0,,8.0,4.4,8.0,3.6666666666666665,4.333333333333333,1.0,,10.0,5.2,10.0,3.25,10.76923076923077,1.0,,32.0,10.0,12.0,5.833333333333333,15.666666666666666,0.9574468085106383,0.0425531914893617,12.0,5.875,16.0,5.875,5.0,1.0,,11.0,4.166666666666667,9.0,3.125
2839,2839,1f14ad8b3d6f92c4ab81ed0267eae10b369e9ba2309216aaf718b3a6b30fd26a0d41151d33f9c2998d79ae6d9bf5a8bae76a08a378ecf2a05159a6be8db3f7bf,0,7.181818181818182,1.0,,46.0,14.8125,19.0,7.9,6.466666666666667,1.0,,43.0,12.933333333333334,23.0,7.185185185185185,6.764705882352941,1.0,,45.0,12.77777777777778,22.0,7.666666666666667,5.875,1.0,,32.0,11.058823529411764,21.0,6.714285714285714,5.547169811320755,1.0,,43.0,16.333333333333332,25.0,9.8,5.780487804878049,0.9957805907172996,0.0042194092827004,28.0,13.941176470588236,18.0,7.9,5.513513513513513,1.0,,31.0,12.0,19.0,7.285714285714286,6.789473684210527,1.0,,44.0,13.578947368421051,24.0,8.6
2840,2840,9ba5c1ed1ba636c64d51618b31a81f313ba88d8720ce29627c9182ca985aef09f41821f5d7a8584ba86b991627b3e3a33f9ec9ff56aa62da66464bf753838cd3,0,4.682926829268292,0.8541666666666666,0.1458333333333333,33.0,10.666666666666666,15.0,6.4,4.146341463414634,0.8588235294117647,0.1411764705882353,22.0,9.444444444444445,17.0,6.071428571428571,4.054054054054054,0.8933333333333333,0.1066666666666666,30.0,9.375,11.0,5.0,5.184210526315789,0.8324873096446701,0.1675126903553299,45.0,11.588235294117649,36.0,6.793103448275862,4.918918918918919,0.9395604395604396,0.0604395604395604,31.0,10.705882352941176,16.0,6.275862068965517,6.655172413793103,0.8860103626943006,0.1139896373056994,40.0,10.157894736842104,14.0,6.225806451612903,7.0,0.9591836734693876,0.0408163265306122,39.0,10.5,13.0,5.25,6.567567567567568,0.9465020576131687,0.0534979423868312,44.0,13.5,23.0,7.838709677419355
2841,2841,aefb19b372e74e839adcc8bb2ff22399650a025b34e8566ab1fbffb8fb88d1e5a725c27859cdf3a1b7f5434eec72541fabc11b4b2ead90aafe8220dd5edfcdf7,0,4.666666666666667,0.992063492063492,0.0079365079365079,28.0,9.0,13.0,4.846153846153846,3.0,1.0,,12.0,4.928571428571429,15.0,3.45,4.142857142857143,1.0,,19.0,8.7,9.0,4.35,6.423076923076923,0.9820359281437124,0.0179640718562874,25.0,12.846153846153848,22.0,6.423076923076923,8.266666666666667,1.0,,30.0,8.266666666666667,17.0,4.769230769230769,9.88888888888889,1.0,,32.0,13.692307692307692,22.0,6.592592592592593,8.8,1.0,,37.0,11.733333333333333,31.0,7.04,6.5,0.9725274725274724,0.0274725274725274,24.0,12.133333333333333,16.0,6.275862068965517
2842,2842,bbc9dfe9301b04f1c989a8d1f585cf48afea383eda2b5b097ec425e990bb3f18234612a599477fdfa47b82ab0bb8f5c6d8c6c606feb5a6217f959cda8258d541,0,4.563636363636364,0.99601593625498,0.0039840637450199,47.0,15.6875,18.0,8.366666666666667,4.035714285714286,1.0,,50.0,12.555555555555555,18.0,7.533333333333333,4.25,0.996078431372549,0.0039215686274509,45.0,15.0,16.0,8.225806451612904,4.310344827586207,1.0,,30.0,14.705882352941176,21.0,8.333333333333334,3.8461538461538463,1.0,,29.0,13.88888888888889,19.0,8.064516129032258,5.675,0.9911894273127754,0.0088105726872246,29.0,14.1875,20.0,7.32258064516129,4.951219512195122,1.0,,26.0,12.6875,31.0,7.0,6.048780487804878,0.9879032258064516,0.0120967741935483,30.0,14.588235294117649,20.0,8.0
