number,address,length1,weight1,count1,looped1,neighbors1,income1,length2,weight2,count2,looped2,neighbors2,income2,length3,weight3,count3,looped3,neighbors3,income3,label
7945,3MMcfUR8dWDsVfgkz6764nABs2BHZZyZnF,144,2.28336310059903,4904,0,4,195272169.0,2,1.0,1,0,1,34972524.0,140,0.110567914721959,5715,0,1,47780706.0,0
7946,35Up97UwgEyAXEFfkememscwooaGqpXyva,0,0.5,1,0,1,369674572.0,0,1.0,1,0,1,8300000000.0,0,1.0,1,0,1,7500000000.0,0
7947,19SUg5sEmdR226GssjTK8JPYTjKBw1H2cR,2,0.0434782608695652,1,0,2,101112576.0,4,0.0004664740580233,2,0,1,103863649.0,2,0.0325342465753425,19,0,1,108328020.0,0
7948,134jafs48cM3jKGgCy4hrEQJzmkB96k1PL,144,0.427908343746139,409,409,8,1243776618.0,144,1.05274970871013,474,474,8,879930956.0,144,0.787643985665766,638,487,12,1339216188.0,0
7949,1PSYAG5S5niECZuav298ENsKSJoyEHZ8DR,0,0.5,1,0,1,1064574000.0,0,0.5,1,0,1,690739440.0,0,0.5,1,0,1,192216179.0,0
7950,12xWdb5yua51aknGVVyamC4pnxg38FBdbt,0,1.0,1,0,1,88610000.0,0,1.0,1,0,1,179942991.0,2,2.0,1,1,2,108780278.0,0
7951,1MzZZ7YHegi1f4P64wwzLtTDgmMYwdtCq3,144,34.1875186335005,4473,4439,39,11717753036.0,144,58.9733381469952,3898,3898,43,18315279699.0,126,46.881562110701,5235,5235,80,24193456574.0,0
7952,1C6H5rkf7rujecZsn2cf1oEd99U8RfHUd5,144,0.0916956822272247,2334,3,2,46771000.0,2,0.75,1,1,2,174326000.0,144,0.0696473388382915,3293,0,1,117887000.0,0
7953,13McNrJCs3gGKMTWRuRvYDZ9S1VMFk2YqU,0,0.25,1,0,1,347796163.0,6,0.0277777777777778,1,0,1,100174973.0,10,0.0006944444444444,1,0,1,44592404.0,0
7954,1C1bQX4dj5YDt7y3Njqm4QT8CiBnfPBXLU,0,2.0,2,0,2,132710000.0,0,1.5,2,0,3,856940000.0,144,1.38614377265983,1615,1524,2,262940000.0,1
7955,3JYDSLDovaVoDeHZUyX2ZP8NSF6H62tAwc,144,0.0607638889805558,2074,0,2,34454082.0,2,0.375,2,2,4,177356210.0,2,1.125,3,0,4,229076434.0,0
7956,14xszLGRycFKLbesBm8QypLQCdVUbXsqAa,6,0.521354933726068,69,0,2,5644000000.0,2,0.0191836734693878,55,0,1,34000000.0,2,0.0171086398631309,46,0,1,32000000.0,0
7957,1Mza4m3Ppzvp2UVmU2mmgnMbSdWwukLqPt,0,0.5,1,0,2,2100000000.0,0,0.5,1,0,2,1722000000.0,2,0.5,1,0,1,1710000000.0,0
7958,1PQkJLnnqgGwAHJvBeyYuZmCejbwYfYHAr,8,0.089527027027027,2,0,2,68366345.0,0,0.5,1,0,2,105812191.0,0,1.0,1,0,2,66478048.0,0
7959,1DLUMvkq59K4C8C34LNLFKzAEC6SRMQKT9,144,0.206041138530738,1049,0,1,656900000.0,106,2.78560536237848,571,9,6,4874400000.0,0,0.5,1,0,1,162423168.0,0
7960,1NkYNKDQKqbDBvi36dHt5NAA8tUt1kvNfv,144,0.457458695432529,941,0,2,119940000.0,4,0.5,1,0,2,42340000.0,2,0.5,1,0,2,60775142.0,0
7961,1PG13kT9CctpKMKztaFSJi9zrEgT7NRh8V,144,1.40740999272849,6699,6699,9,790000000.0,144,0.0716484190948861,4878,1,2,93000000.0,144,0.082059997729377,6009,6009,2,400000000.0,0
7962,1MtynsuodY9MNrMb7zJnWgJDnvwz6rK3KQ,0,1.0,1,0,2,30597896.0,144,1.99072166089298,4874,4874,6,172937613.0,144,0.0424107942506223,6092,0,2,236066585.0,0
7963,1MswaziYF88LBcsQUFyV44aRtKEzerkT2K,2,1.875,2,2,4,5685922000.0,22,0.158894856770833,29,0,2,862063000.0,130,2.32859848484848,15,15,3,11566550000.0,0
7964,1SL1AgDmAbaTDo88qiucADG9ANZv6e75S,144,0.444295256135218,7693,1,3,211000000.0,144,0.261181765773625,5977,0,1,1700000000.0,36,0.0001220703125,1,0,1,300000000.0,0
7965,1EMbV2QxT752sxbAw8Kbs82HxkvXQ7fc9F,8,0.0145663956639566,48,0,1,137000000.0,2,0.0380162703379224,43,43,2,122000000.0,2,0.0201056051990252,56,0,2,109000000.0,0
7966,1QBDLYTDFHHZAABYSKGKPWKLSXZWCCJQBX,2,1.0,2,0,4,1800000000.0,2,1.0,1,1,2,350000000.0,0,0.5,1,0,1,50000000.0,0
7967,1DPKT5DdpUs9uvS3Z34BGfxgvc4ghuAjdt,0,0.5,1,0,1,2071651000.0,0,1.0,1,0,1,2293763000.0,2,0.5,1,0,1,2266402000.0,0
7968,19QjZyXMAumiiWZsnEh2NhhfQr9Cx2evjA,0,0.5,1,0,1,670974155.0,2,0.375,1,1,2,299900000.0,144,0.103852180747859,3334,3334,2,163870378.0,0
7969,1FpRUSgfbAVT5nbqmYy37gi6bJyBZuaPKB,2,0.75,2,0,3,135734776.0,0,1.0,1,0,2,50000000.0,0,0.5,1,0,2,65000000.0,1
7970,1AFPedJCqpkSGBJxw9GjwH2i6VnM4Mg5Md,2,0.0086206896551724,1,0,2,51527753.0,6,0.0916933760683761,3,0,2,76956522.0,4,0.0008096661684105,2,0,2,32362460.0,0
7971,1E4Dg9CmLfZyYEaWVNUceeca4eHL8Y5FQH,2,0.0209537572254335,66,0,1,1000000000.0,2,0.0144097222222222,45,0,1,1001000000.0,2,0.0156856403622251,55,0,2,500000000.0,0
7972,15eedGvRYp9GmcXxmjbmm9BpTH4BvPP98S,0,0.5,1,0,2,50012300.0,2,1.0,1,0,2,115000000.0,20,3.75,8,0,7,519000000.0,0
7973,1JFVEuVoGnmdNTAQ8JjWwpemMC14ZHuQ5W,4,0.0714285714285714,1,0,1,14643680664.0,0,0.25,1,0,1,237609879.0,6,0.02,1,0,1,299300764.0,0
7974,1C5Hz1BqoZdUdLMiRCibN5AFbPP1TJyiYg,144,0.135294414823098,4397,4397,10,500000000.0,144,0.060515791641026,4587,0,6,300000000.0,0,0.0285714285714286,1,0,2,500000000.0,0
7975,131XYqgy53gZNTgkwjHVVY91TDGtiD5ozn,2,0.25,1,0,1,5000000000.0,0,0.5,1,0,1,359411374.0,2,1.5,4,0,2,3784848201.0,0
7976,15Rbkq8aE7vULPxYCaERQtxVcBTzbiJqSh,0,1.0,2,0,2,307110000.0,0,2.0,2,0,2,140180000.0,18,1.02604166666667,5,0,2,1240600000.0,0
7977,19t8JBQt4FvKAjmwcxbuE2m9sTDGTWMi7V,4,0.0884920634920635,26,0,1,50000000.0,48,0.0001220703125,1,0,1,100000000.0,10,0.03125,1,0,1,195000000.0,0
7978,14346JaRLVrSTvdpBHuamwBGcoLG4cDiU2,48,0.0001220703125,1,0,1,51000000.0,56,3.814697265625e-06,9,0,1,52000000.0,100,2.3283064365387004e-10,30,0,1,51000000.0,0
7979,1DVTj5CEdE2UHnwGAX4nt1LSeL4FwNf5HY,0,1.0,1,0,2,61000000.0,2,1.66666666666667,1,1,4,140520666.0,0,1.0,1,0,1,43113492.0,0
7980,12APTT7qjPCxwVp2LGrJWwTuPNEoo7KKc6,16,0.00390625,1,0,1,50000000.0,52,0.0001220703125,1,0,1,50000000.0,26,0.0021114864864864,40,0,1,50000000.0,0
7981,16tst3zQHAA5yUSNN229vByGGJfsUXKWtr,0,1.0,1,0,1,189950000.0,0,0.5,1,0,2,50000000.0,0,0.5,1,0,1,100000000.0,0
7982,1ESHYd9ZtAn8pnjurVQ9XvGPZZ7VZJSHG5,6,0.0625,1,0,1,215360889.0,16,0.34375,3,0,2,310485437.0,0,1.0,1,0,1,462770000.0,0
7983,1Et6keG1QK4gurXNU4C2158UGR9KawQAHp,2,1.0,1,0,1,415000000.0,0,1.0,1,0,1,37168500.0,144,0.21066424142868,7528,0,2,84990000.0,0
7984,3ALi2Z2H8iiLTXtBSAuvQB9gj1NwvrRP4F,144,1.61191041508506,5941,3,5,9000000000.0,144,2.54298017599855,5650,3,5,16999999685.0,0,0.5,1,0,1,800000000.0,0
7985,1HjeFTpX6x1tVgpLZEcZTF7fX4EzUDGmXx,144,20.7513847955253,2214,2214,95,12293443289.0,0,0.5,1,0,1,268688221.0,0,3.0,3,0,3,288600000.0,0
7986,1NMpx1oiEUjMhE1cm9WZaJEZyosu1gCMxB,42,1.57837855021159,68,0,4,80400000.0,0,0.5,1,0,2,69200000.0,48,0.322851260751439,47,0,2,555200000.0,0
7987,1P7WDAepceUtbtqdfusRarQGDLskdhQWG1,18,2.33386666666667,6,0,5,1354000000.0,0,2.0,2,0,4,900000000.0,0,3.0,3,0,5,1977000000.0,0
7988,1Wk2QdojgPbKh1EQC3HUB9MpUNEuavGp7,4,0.25,1,0,1,503178319.0,10,0.015625,1,0,1,502593590.0,8,0.0625,1,0,1,296394521.0,0
7989,1KAFvSDW9eoAoe1W3zqRWTvUDVQUdwXp6u,144,0.233599918735018,7603,7603,4,1200000000.0,0,0.5,1,0,2,200000000.0,0,0.5,1,0,1,300000000.0,0
7990,1ConfnE6f9aXrUZcZoTDnd5mPMbpatxBhT,0,0.5,1,0,2,120000000.0,12,0.0546875,3,0,2,120000000.0,42,0.25,1,0,2,120000000.0,1
7991,1HUvxSrjE4oc2dfg4X2BvBY4jGRqGnGSHH,4,1.0,1,0,1,47720000.0,144,0.0046958513734499,3359,0,4,106160000.0,4,1.25,2,2,3,139356300.0,0
7992,1PTsYHy6y179J7CfgwauRBfXvBeUhrUt2J,0,1.0,1,0,1,30200455.0,0,1.0,1,0,1,37642548.0,0,1.0,1,0,1,38208095.0,0
7993,1317QVTvddNS36LNvG9XoxG5aTSgwqJ7ej,2,0.5,1,0,2,39719200.0,14,1.25,2,0,2,72613626.0,4,0.264525993883792,56,0,2,39900000.0,0
7994,1Lxdc8uJjf1aCD8rTYpaiQSQeE7WQnrUUn,38,1.0148423535774e-10,5,0,1,2000000000.0,144,0.0068337686355401,5390,0,1,5599990000.0,144,0.007858744556224,2713,2713,4,10499970000.0,0
7995,1Mu7NgoXGDLXhU69L4nPGHqjby3RGgdtWJ,2,0.04,15,0,1,101295297.0,0,0.05,1,0,1,100068204.0,8,0.0194444444444444,18,0,1,110963234.0,0
7996,17QxGvec1NqBWWu4syxTorSCVHgT1AehFf,2,0.0740740740740741,14,0,1,100277060.0,0,0.0344827586206897,1,0,1,100352593.0,0,0.0625,1,0,1,100175460.0,0
7997,1KKyjDWaSPtKG7yZsV4Vkg4WytwVgw3Lff,140,0.0589919826294324,10215,0,2,592123814.0,46,0.0001752580915179,13,0,2,94048221.0,144,0.212144119242212,5316,2480,1,1130905522.0,0
7998,1McpyK5jy3W9CF1Y79uBDrkauzB4xrvFj9,2,0.25,1,0,2,1174500000.0,8,0.0625,1,0,2,1174500000.0,0,0.5,1,0,1,1174500000.0,0
7999,1B9e1Jamqd5vrBcwU8yQrK6ibeUmcxeaq2,4,0.125,1,0,1,1015000000.0,10,0.015625,1,0,1,1028000000.0,20,0.015625,1,0,1,1020000000.0,0
8000,1Gnxma9nP16CdmELM2JYm8R2EgoYWfVMMJ,0,1.0,1,0,1,96873349.0,134,0.0312500149011612,2,0,2,243712745.0,126,4.94765117764473e-10,1,1,2,174386921.0,0
8001,15J43wpoWSZsVq6kwhrAVypjmXBGpPXbgT,0,1.0,1,0,1,230547228.0,0,1.0,1,0,1,185694594.0,4,0.142857142857143,3,0,1,459000000.0,0
8002,18pSx9cr2n8yGfDs8ibwUJRssRzFTEpJRD,44,6.103515625e-05,1,0,1,200744339.0,4,0.0026322580645161,10,10,2,402501279.0,4,0.0168269230769231,5,0,2,200639296.0,0
8003,1AwzLVdP31rLLSnKQNU4h468W2uNaEx8ea,144,0.626041794510121,1252,1,4,158770000.0,26,0.154513888888889,4,0,3,112159713.0,40,1.60833886656444,49,0,3,614965000.0,0
8004,1BPpMKRMTY3B2qRiY7USXHJJ57HqjCPu5i,0,1.0,1,0,1,112797562.0,2,2.0,1,1,3,293466896.0,2,2.0,1,1,3,135503913.0,0
8005,1HKmKWmC6AEezQyPzu3z8cgWBFrKK91y4E,2,0.0177341597796143,58,0,1,50000000.0,2,0.0202371218315618,57,0,1,96000000.0,142,0.259557714158561,1165,1165,4,114152800.0,0
8006,13vUpZcFBfrpWdhBk2cZsU37a2Mr6uUGKS,2,0.25,1,0,1,58084679.0,0,0.012987012987013,1,0,1,50101978.0,4,0.25,1,0,1,36109424.0,0
8007,15QAFfaFmxvXN1E9JDVjCw9SVAVxvLneG9,36,1.52587890625e-05,1,0,2,71000000.0,2,4.0,2,2,3,399919292.0,144,0.0443461457372507,1810,1658,2,157491670.0,0
8008,1ACRm4gipq2bTnNYnYtYm5BqTyK5nApEpY,2,0.103174603174603,39,0,1,100000000.0,0,0.0256410256410256,1,0,1,100000000.0,6,0.0583997686277152,47,46,1,100000000.0,0
8009,1LgWAP9hrmBNH1ip21rvsCwuXp5mGDjCG6,144,0.0920892275610944,5131,1344,2,120000000.0,0,1.0,1,0,1,120000000.0,144,0.0008138077045446,3816,0,2,186782400.0,1
8010,1GZ5cq4Hbi1GoRrmffvuezbVSJor5RQ9w9,0,1.0,1,0,1,99950000.0,0,1.0,1,0,1,2284000000.0,0,1.0,1,0,2,2500000000.0,0
8011,1FsX6RsaZwNQPg3o9vqK1QpRsZQMC53bo4,16,0.03125,40,0,2,34000000.0,20,0.0039950284090909,45,0,1,38000000.0,2,1.0,1,0,2,50670000.0,0
8012,17x7PXea3ZPuTM9WXtN7vSp6PM6pB4hEWh,136,1.81898940354586e-12,24,0,2,100000000.0,16,0.00390625,7,0,2,105000000.0,48,2.38418579101562e-06,5,0,1,102000000.0,0
8013,1ECHxNswWRnHNCwvZTWYVjqAycbE9av34S,0,1.0,1,0,1,41871045.0,44,0.0058900146484375,10,0,1,151680000.0,0,1.0,1,0,1,71426249.0,0
8014,1LtP7wyoLnjT3xMJSxhe1n8PmUqEmKMFUB,24,0.0020254629629629,28,0,1,100000000.0,38,0.0010695684523809,23,0,1,100000000.0,50,1.52587890625e-05,1,0,1,100000000.0,0
8015,1LhjaXeBdPBs3JP8WmEMQXVuGZV7eFvxiC,0,0.5,1,0,1,376000000.0,0,0.5,1,0,1,128000000.0,2,0.5,1,0,1,236000000.0,0
8016,1FwRFU2KaqybD5sx9GB1bHx2cYjPiDAaVB,0,0.5,1,0,1,71127642.0,2,1.66666666666667,1,1,4,232972686.0,144,0.644360962497856,1014,894,2,43601667.0,0
8017,1BQnBYXTwwqd73YRX6zRBW8QMFaRjJJZ2s,0,0.5,1,0,1,67000000.0,144,0.177922940611724,4427,0,1,240000000.0,144,0.0812043277555854,3535,3535,2,210000000.0,0
8018,1KydmQcyKgj8qubxSJRYDMtd4UiSX36iVp,110,1.00402832031256,4,0,2,6233000000.0,0,1.0,1,0,1,4054000000.0,0,1.0,1,0,1,3074000000.0,0
8019,125Pd77VN354eydYQwWJprsuBERSwMZRYT,10,0.046875,2,0,1,10000000000.0,10,4.0108695652174,53,0,7,51001000000.0,20,0.015625,1,0,1,1147000000.0,0
8020,1EeH9HFTgQafniKKBgainEPbrN9TEFmtxo,144,1.17033733163055,3676,1,1,198000000.0,16,2.0078125,4,0,5,490632000.0,0,0.5,1,0,2,747726000.0,0
8021,1FvRMTasKNYzgZ7aEk2q317wX9MTWRantT,0,1.0,1,0,1,200000000.0,0,1.5,2,0,3,185105632.0,0,0.5,1,0,2,113332947.0,0
8022,1MoYyajsjhVJE5BfDviFF8UbuefziGeDJy,2,2.0,1,1,2,93535879.0,0,1.0,1,0,1,243381702.0,2,1.0,1,1,3,1250017555.0,0
8023,14GsN3FP6oF1sSVSFrPLNscmqJAQcJ7UEK,134,0.250111629429204,296,0,2,52391152.0,144,5.49007692368497e-08,318,0,2,101546730.0,144,0.421669777734263,755,718,10,1004849342.0,0
8024,1t35M9ja3usYzkVGjVL2hVdLXsqP4SUBU,0,0.5,1,0,2,800000000.0,0,0.5,1,0,2,131415926.0,0,0.5,1,0,2,600000000.0,0
8025,14XhbK3VJyyF2qBkbvH3BrDpA2i2LmGqoc,94,0.500000954605639,3,0,4,3318637849.0,32,0.0001220703125,6,0,1,1027776308.0,14,0.03125,1,0,2,214071019.0,0
8026,143NMfKKbtHPo7f3HtnSokuvtyN6ZLjK7C,0,0.5,1,0,2,70000000.0,0,0.5,1,0,2,42240000.0,2,0.05,1,0,2,34000000.0,0
8027,13JCx98mKLdtPwsVidnr4MMKPmc8Dofxg9,6,0.125,1,0,1,100000000.0,96,0.750000000070941,10,1,3,300000000.0,0,1.0,1,0,1,100000000.0,0
8028,199HeQGjTqaPvkEKyQ2WXkXgmP7SiXBS9p,144,0.716091322303176,1687,6,3,2234000000.0,2,0.0126262626262626,4,0,2,6370000000.0,144,6.98159597883635e-10,2769,0,2,112253528.0,0
8029,14VBpxXnBV2qYVuo9GCV9444thr6Fbmdbi,8,1.5,2,0,2,126071750.0,144,6.380284337938,1942,1825,2,1358486500.0,144,1.95317401828818,1619,1396,1,275967200.0,0
8030,1M8wYA3EM9Mw3a14CGV3acBGUMU6khQffY,4,0.5,1,0,1,333475732.0,20,0.00390625,1,0,1,521175293.0,74,7.450580596923831e-09,1,0,1,447738206.0,0
8031,1GLJtgt11tFb87wZZRDNdGVmX2yfX5JfBs,144,5.7098281312707,3639,3399,38,9313979826.0,144,1.58558993500912,3240,1848,8,535470000.0,144,0.50010918309848,3171,0,2,66000000.0,0
8032,17L59cGgZkYnC81UY7AkZuecKT7erUCteX,70,1.52587890625e-05,1,0,1,72000000.0,56,0.000244140625,1,0,1,50000000.0,6,0.25,1,0,2,30000000.0,0
8033,16ziaYsbFA2v8ZJpJt3eDcLA8M32XBQSGn,0,0.5,1,0,1,241602203.0,4,0.25,1,0,1,133907036.0,76,0.031280517578125,2,0,2,113748891.0,0
8034,1FcTVt281LT5qYzAnrEQ3qU8qZ1szarc9U,2,1.10714285714286,31,0,1,125037306.0,0,0.5,1,0,1,669747867.0,2,0.100649350649351,16,0,1,500521690.0,0
8035,39KqfmrMzBZmmnL3aVSo2Hnsioq8fM6Sbh,144,0.237000781139694,3132,1,3,167151404.0,6,1.10416666666667,3,0,2,86463325.0,10,1.0,2,0,2,152984796.0,0
8036,1PqM7xBPA6Q2DohamzncBGY48U17jC9tVA,0,0.25,1,0,1,89689643.0,0,0.111111111111111,1,0,1,117520434.0,0,0.125,1,0,1,135875301.0,0
8037,13b2Usstta6C9rxgRQNJA9PRWQgdSoFc6J,0,0.5,1,0,2,609342343.0,0,2.0,2,0,3,365180000.0,2,2.0,3,0,5,1704360000.0,0
8038,1BQoC94kGeYv62aRXAqffvRgGAwVo55cJS,140,0.125,2,1,6,209930000.0,0,0.5,1,0,2,669990000.0,144,0.744785291952289,1198,1,3,496990000.0,0
8039,16n33KxPqu4ML2wcC7BLQCrQ6TgcBEhuDu,2,0.0035460992907801,1,0,2,34600000.0,2,0.142857142857143,1,0,1,38160000.0,138,0.166666666666667,2,0,1,32880000.0,0
8040,1LipvWPAJ12zrqUPJFwuFqsgRHEjxrr4Kd,8,0.03125,1,0,1,698000000.0,0,1.0,1,0,2,2298000000.0,2,0.25,1,0,2,498000000.0,0
8041,1DBFxSouCbSKLzpSXY2fKGG9pCAnZZBJGZ,0,0.5,1,0,1,1910949038.0,144,0.165044767892876,1529,3,1,100000000.0,0,0.5,1,0,1,99989993.0,0
8042,1B1THCi5PSqCjknK7cdXBPtKcTFJK5L9aY,40,0.525,3,0,2,249666070.0,56,0.416666666666667,3,0,3,241916299.0,0,0.1,1,0,1,78316670.0,0
8043,18T29QBP3a5yU8E4WasaB6oC5BMu34kS62,0,1.0,1,0,2,76950000.0,0,0.5,1,0,1,36990000.0,2,1.0,2,0,1,38131210.0,0
8044,1Kj3bVyMoDBC9FNET5JmVSkDJKFUU4zFSU,0,0.5,1,0,1,300000000.0,6,0.502909159159159,21,0,1,680000000.0,4,1.75,2,1,3,20873165000.0,0
8045,14nAMRedT3b31miF3bpfMwY2VSe5tF19oD,0,0.5,1,0,1,99900000.0,142,20.2135933778267,1390,1390,18,2106165563.0,0,1.0,1,0,1,70670000.0,0
8046,3QKbES3b3Pyfpg1p5E4eQ21t18M8vaJ46S,0,2.0,2,0,4,350891000.0,0,1.0,1,0,2,100000000.0,40,2.69168526785714,16,0,3,715648000.0,0
8047,194c93nVHxnmWnucC6Qsd1f7B13anzXt9W,2,0.25,1,0,2,252000000.0,0,1.0,1,0,1,50000000.0,0,0.5,1,0,2,778000000.0,0
8048,1P9Kk6CG3kU9GmNqHPp9LQsXiZ33DhrUc2,4,0.25,1,0,1,19998000000.0,0,0.5,1,0,1,2000000000.0,18,1.5625,3,0,1,3000000000.0,0
8049,1MfPgtoA9eBkTPpuGj5DTHYVNGTzU3kXuq,40,0.0872685185185185,14,0,1,13273000000.0,48,0.001953125,1,0,2,133197877.0,6,0.875,3,0,3,3905937986.0,0
8050,1HPB9k2TE2u59bG3oGd3n4ED3SmBuH2pgH,16,0.0376416797418857,8,0,2,78264180.0,144,0.0010662274450196,2395,0,2,68386320.0,144,0.194253505703514,3717,0,2,56438928.0,0
8051,1PeNCDhhcjbqHN5rQvFNgzQNwjkgqAY7qr,122,6.103515625e-05,1,0,2,79480000.0,0,0.0035087719298245,1,0,2,80080000.0,144,0.0030303030372225,2237,0,2,77670000.0,0
8052,16UGjVLx9jcqLABn9Bi33LQJT4MHf9Aji7,30,0.2501220703125,2,0,2,182000000.0,12,0.265625,2,0,3,226000000.0,8,0.0625,1,0,2,97000000.0,0
8053,136RxRyeZntxdAkjzwEESgu4LU2LhiNEUY,2,0.5,1,0,1,50000000.0,56,0.1251220703125,2,0,1,105000000.0,14,0.0084134615384615,42,0,1,100000000.0,0
8054,1DzYtPGxWoMgyHYKqwVcgCqNNy55BRA4L3,78,0.0008744459885817,14,0,1,33228175.0,12,0.0625,1,0,1,87094314.0,48,1.52587890625e-05,1,0,1,41167436.0,0
8055,16qLsaq1PVF79DMQPD1qBP8YL5ppQa3Fnt,14,0.00078125,1,0,1,100000000.0,10,0.0003255208333333,1,0,1,100000000.0,10,0.0113636363636364,1,0,1,100000000.0,0
8056,1LibZwDVSyyK3dhZyzoKswDDVMAnMKufnV,144,8.13484451212871,495,495,54,3228202069.0,46,1.00110890221974,35,35,4,174961307.0,100,2.20509042227808e-14,43,0,2,268488410.0,0
8057,1DjzLbtwKaJih9Syag9aERnJk9GkwwNyNo,6,1.5,2,2,2,252597324.0,0,1.0,1,0,1,196943429.0,8,1.75,4,4,3,554746836.0,0
8058,3DqjAe6s9XpQAgDXyVHPSjP8dh3bEwkXm9,0,0.0357142857142857,1,0,2,8033638376.0,144,0.246506951712744,5325,3988,1,7814498498.0,144,0.988598479203461,6105,3,3,14241852067.0,0
8059,17o2xtnEwHQCdPVSCRHHEarkTuzaqHyfyS,0,0.0833333333333333,1,0,1,50000000.0,0,0.111111111111111,1,0,1,50000000.0,10,0.0191761363636364,2,0,1,50000000.0,0
8060,1EAL4YcifvaLfmMb5cGgHZGivF7bih7vJT,0,0.0227272727272727,1,0,1,32919226.0,0,0.0277777777777778,1,0,1,40753965.0,0,0.0217391304347826,1,0,1,33118176.0,0
8061,1KnxJ7CRYLHf7vr5GsMvixtipF1RS1eXEb,56,0.194938264069734,14,1,3,151515650.0,144,0.369764572700836,1470,693,5,283421667.0,144,0.9954899379895,3226,1842,8,335506289.0,0
8062,15petPLkjGwKxXxirAeySduESGsRciq54t,0,0.5,1,0,1,100000000.0,0,0.5,1,0,1,799900000.0,0,0.5,1,0,1,114850000.0,0
8063,15hXjRQpS8MFNZDCRLDiYoYPuVVQxC9F7m,2,0.0078125,1,0,1,107000000.0,4,0.0052083333333333,1,0,1,123000000.0,24,0.0001220703125,1,0,1,59000000.0,0
8064,1NhoV7x1tsy79kNcpXadoA51ZCjRReDDMF,0,0.0099009900990099,1,0,1,276691502.0,2,0.0099009900990099,1,0,1,257773362.0,4,0.0049504950495049,1,0,1,221481255.0,0
8065,14R4uR6uMKB3U7eniSkFASu1JbHhH6adjQ,22,0.0039970930232558,44,0,1,1000000000.0,16,0.016015625,41,0,1,193000000.0,40,0.000244140625,1,0,2,214000000.0,0
8066,3Ni6T7KkckqYEq1Yw373CGkHYygVU6YTHE,144,1.61921545369222,694,1,3,784145966.0,6,0.708333333333333,3,1,2,500000000.0,0,3.0,3,0,6,339950000.0,0
8067,1Fxe5DJoMHsvKcH9NPQhgJ1WXfneGYF4Eq,2,4.0,4,0,4,821682183.0,2,1.5,2,0,2,5954000000.0,0,1.0,1,0,1,476000000.0,0
8068,136oVpaea8cr7qyXf2NdW2jfaQ4uhfhiML,0,0.5,1,0,1,1000000000.0,0,1.0,1,0,1,250000000.0,0,1.5,2,0,2,300000000.0,0
8069,1C8cTHUEbSExa9o2QCHoAqGErMkPHvUPiW,0,0.03125,1,0,1,207000000.0,0,0.0285714285714286,1,0,1,200058990.0,8,0.0041666666666666,1,0,1,239107370.0,0
8070,1M3MEzhuj7twLtqqVsEkG2zd1H5c7SCxGm,8,1.07835820895522,15,0,2,62173165.0,0,1.0,1,0,1,217978899.0,2,1.0,1,1,2,192577870.0,0
8071,3QSSctcv488DQayjoDb533P62QaQXKXcrM,2,2.99330357142859,2,2,114,45130083671.0,2,4.96069182389932,3,3,162,66479220830.0,2,5.98305084745766,3,3,180,71361365332.0,0
8072,1DackM3Ae5NFsWJFTBZFzaYCcBoi5Dzfym,0,1.0,1,0,1,46008022.0,0,1.0,1,0,1,320847080.0,0,1.0,1,0,1,330817635.0,0
8073,1JBMAHzfGEHZAYPzt8PEYueb2r4n8PWhjH,0,0.032258064516129,1,0,2,92988312.0,10,0.125,1,0,1,1053995132.0,4,0.025,1,0,2,320273399.0,0
8074,16FSKG3zBkTdxXCrqfugg1VVeHj1MmoBMP,16,0.0078125,1,0,1,18600000000.0,2,1.0,3,0,2,18000000000.0,4,0.5,1,0,1,900000000.0,0
8075,1USooo7GTiEbamYE3xyMe7QP61JwrF1qm,0,1.0,1,0,1,52538000.0,0,1.0,1,0,1,44492000.0,0,1.0,1,0,1,31000000.0,0
8076,1Vyq49mkXAKm26byYkRbWvfuAM9WTKQLY,2,0.5,1,0,1,227000000.0,144,0.501234473008169,2225,306,2,636000000.0,144,0.0022356373177234,1261,0,2,264000000.0,1
8077,171vs5SYgh4faHa7N56GBbVgBD9ZgRzBAK,78,1.25653034931904e-07,39,0,1,100000000.0,10,0.130681818181818,46,0,1,502000000.0,14,3.0,3,0,1,400000000.0,0
8078,19np9wR8hYwznK6XdbZ54Fqa7evWnCHDG,12,0.125,1,0,1,1586203985.0,30,0.0001000644398384,2,0,1,375456794.0,22,2.53652597402597e-05,1,0,1,357748998.0,0
8079,1LxZPbq1YkYGbgkFBXAxmGmH95fz9LFLvP,0,0.5,1,0,1,525050000.0,0,1.0,1,0,1,134615000.0,0,1.0,1,0,1,30000000.0,0
8080,3BMEX8FMMN2skVY4oW1m1cEhfQYvKwESLg,0,0.5,1,0,1,87255991.0,128,0.235225454940499,6296,0,1,31695163.0,0,0.5,1,0,1,90000000.0,0
8081,18axwpXALhYPbkBSxScPRm7ANyP2LTqG3w,144,0.687735973691138,2607,2544,1,102606380.0,144,0.272339674912051,2095,1955,2,58807273.0,144,0.164019038795797,2473,2473,1,276351372.0,0
8082,1AdUPjDbAbzfzPZZLBcooeX9WijPuCUABD,2,0.25,1,0,2,375000000.0,4,0.375,2,0,4,700000000.0,30,0.125015258789062,1,1,4,900000000.0,0
8083,14jm38JDa8qKV6BJHGEpThQ26cB7k9krS2,0,1.0,1,0,1,40210077.0,0,1.0,1,0,1,30590298.0,0,1.0,1,0,1,30206880.0,0
